S.No,Course ID,Discipline,Course Name,SME Name,Institute,Duration,Start date,End date,Exam date,Course URL,Substring 1,Substring 2
434,noc24-me07,Mechanical Engineering,Convective Heat Transfer,Prof. Arup Kumar Das,IITR,4 Weeks,"Jan 22, 2024","Feb 16, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc24_me07/preview,Convection is a major mode of heat transfer when fluid is attached with the source. Processes of convection are fundamental and linked up with fluid mechanics laws and derivations of thermodynamics. Convective heat transfer has its wide horizon spreading from flow over a flat plate under constant heat flux or constant temperature boundary conditions to thermally developing or developed flow inside a duct. Moreover convection theories will widely vary depending on medium flow field which differentiates forced flow and natural gravity driven heat transfer modes. Convective heat transfer takes a major role in phase change heat transfer as well as mass transfer analogies in chemical processes. Present course targets fundamental understanding of all these facets with derivations and mathematical examples.,Fluid Mechanics and Thermodynamics.
435,noc24-me08,Mechanical Engineering,Failure Analysis And Prevention,Prof. D. K. Dwivedi,IITR,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc24_me08/preview,"The course content is designed to systematic understanding on various aspects related with failure such as fundamental sources of failure of mechanical components, industrial engineering tools relevant to failure and failure analysis, general procedure of failure analysis through sample collection, preparation and preservation, testing, macro and microscopic observation of fracture, mode of fracture, metallographic procedure and image analysis, use of fracture mechanics and fracture toughness principles in failure analysis and analysis findings and report/recommendation writing. Presentation will include case studies to communicate concepts and procedures effectively. Case studies will be taken up from failure analysis of weld joints in different sectors.",NILL
436,noc24-me09,Mechanical Engineering,Financial Mathematics,Prof. P. K. Jha,IITR,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc24_me09/preview,"The course on Financial Mathematics focuses on the mathematical properties and relations between concepts of financial and currency markets in investment and other economic activities. The course aims to enthuse confidence in participants to be able to address issues related to globalization of financial markets, development and feasibility of financial transactions, the increasing complexity of portfolio investments, analyzing and forecasting market developments etc. Students in the course will gain an in-depth understanding of advanced economics concepts as well as knowledge of how the financial and banking sectors operate.","Basic Mathematics, Probability"
437,noc24-me10,Mechanical Engineering,Inspection And Quality Control In Manufacturing,Prof. Kaushik Pal,IITR,4 Weeks,"Jan 22, 2024","Feb 16, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc24_me10/preview,"In manufacturing, quality control is a process that ensures customers receive products free from defects and meet their requirements. Inspection and measurement is needed during production for quality control because of the inherent variability introduced by the machines, tools, raw materials, and human operators which causes variations in the different quality characteristics (length, diameter, thickness, tensile strength, surface finish etc.) of the product. Inspection and testing is very important in maintaining a certain quality level in the product during production. It helps to control the quality of products by fixing the sources of defects immediately after they are detected. Several non-destructive inspection methods also help to perform in-service inspection to avoid any catastrophic failure and predict the remaining life of the product. ",NILL
438,noc24-me11,Mechanical Engineering,Manufacturing Guidelines For Product Design,Prof. Inderdeep Singh,IITR,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc24_me11/preview," Competition in the key word in today’s business environment. The major objective of the companies worldwide is to conceptualize, design and develop products that not only satisfy the customer’s needs and wants but also are competitive from cost as well as quality point of view. But it has been observed that our product design and development cycle usually follows a traditional/conventional approach that leads to a lot of non-value added features in the product. Moreover, these features also increase the manufacturing cost of the product. Therefore, there is an imminent need to acquaint the engineers and managers with the concept of design thinking that involves an integrated approach of combining the functions of design and manufacturing (including assembly). The integrated approach will certainly help the product designers to come up with designs that satisfy the customer requirements, offer good quality in terms of service and maintenance and are easy to manufacture at reasonable cost. The course contents will certainly add value to the knowledge base of the product and process designers and will definitely orient their thought process in the direction of integrating the manufacturing function with the design stage of the product development cycle",NILL
439,noc24-me12,Mechanical Engineering,Mechanical Measurement Systems,Prof. Ravi Kumar,IITR,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc24_me12/preview,"This Course provides a simple understanding of the mechanical measurement systems and statistical analysis of experimental data. The course contains the generalized configuration and functional elements of measuring systems, static and dynamic characteristics of measuring instruments. The course also include the instrumentation for displacement, strain, velocity, force, toque, power, pressure, sound, flow and temperature measurement.",NILL
440,noc24-me13,Mechanical Engineering,Mechatronics,Prof. Pushparaj Mani Pathak,IITR,8 Weeks,"Feb 19, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc24_me13/preview," The word mechatronics is composed of “mecha” from mechanism and the “tronics” from electronics. It is the synergistic integration of mechanical engineering, with electronics and intelligent computer control in the design and manufacturing of industrial products and processes. Mechatronics generally involves (i) implementing electronics control in a mechanical system (ii) enhancing existing mechanical design with intelligent control and (iii) replacing mechanical component with an electronic solution. This course will cover all aspects related with mechatronics such as sensors and transducers, actuators and mechanisms, signal conditioning, microprocessors and microcontrollers, modeling & system response and design and mechatronics. ",NILL
441,noc24-me14,Mechanical Engineering,Modelling And Simulation Of Dynamic Systems,Prof. Pushparaj Mani Pathak,IITR,8 Weeks,"Feb 19, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc24_me14/preview,"The term modeling refers to the development of a mathematical representation of a physical system while the term simulation refers to the procedure of solving the equations that resulted from model development. The quality or usefulness in a model is measured by its ability to capture the governing physical features of the problem. Here, the expertise of the modeler is useful. The model is amenable to manipulation which would be impossible, too expensive, or too impractical to perform on the system which it portrays. This feature makes it a very useful tool to study system behavior.",NILL
442,noc24-me15,Mechanical Engineering,Operations Management,Prof. Inderdeep Singh,IITR,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc24_me15/preview,"The current competitive business environment is forcing the organizations to adopt the latest tools, techniques and strategies for managing their resources in the most effective and efficient manner. The topics of the course deals with the management of resources and activities that lead to production of goods of right quality, in right quantity, at right time and place in the most cost-effective manner. The course focuses on the basic concepts, issues, and techniques adopted worldwide for efficient and effective operations. The topics include operations strategy, product design and development, forecasting, facility planning and layout, aggregate production planning, capacity planning, project management, production control, materials management, inventory and quality management, JIT and Kanban System.","The current competitive business environment is forcing the organizations to adopt the latest tools, techniques and strategies for managing their resources in the most effective and efficient manner. The topics of the course deals with the management of resources and activities that lead to production of goods of right quality, in right quantity, at right time and place in the most cost-effective manner. The course focuses on the basic concepts, issues, and techniques adopted worldwide for efficient and effective operations. The topics include operations strategy, product design and development, forecasting, facility planning and layout, aggregate production planning, capacity planning, project management, production control, materials management, inventory and quality management, JIT and Kanban System."
443,noc24-me16,Mechanical Engineering,Principles Of Casting Technology,Prof. P. K. Jha,IITR,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc23_me48/preview,"The course focuses on understanding the basics of science and technology of casting processes. Metal casting industries have evolved during the past hundred years because of advancements in technologies. The properties of the cast metals significantly depends upon the type of molding, melting, solidification and post treatment practices. This needs to be understood by the young students as well as practicing shop floor engineers so that products with superior qualities can be cast. The basic purpose of this course is to provide a sound understanding of concepts and principles of casting technology so as to enable them to be conversant with advances in these methods in the long run towards increasing the productivity of casting industries.",NILL
444,noc24-me18,Mechanical Engineering,Robotics and Control : Theory and Practice,"Prof. N. Sukavanam, Prof. M. Felix Orlando",IITR,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc24_me18/preview,"Robotics has stimulated an growing interest among a wide range of scholars, researchers and students due to its interdisciplinary characteristics. The development of this field of science is boosted by various domains which are not limited to Cybernetics, Controls, Computers, Mechanics, Bio-Engineering, and Electronics. Among these areas, modelling, control, planning play a fundamental role not only in the growth of industrial robotics, but also towards the advanced fields including healthcare and field robotics. Through this course the participants will acquire the ability to conduct research, develop innovative designs in the field of systems engineering and control of robots and to direct the development of engineering solutions in new or unfamiliar environments by linking creativity, innovation and transfer of technology.
",Basic Mathematics
445,noc24-me19,Mechanical Engineering,Steam And Gas Power Systems,Prof. Ravi Kumar,IITR,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc24_me19/preview,"This Course provides a simple understanding of the steam and gas power systems. The course contains the analysis of vapour power cycle i.e. Rankine cycle, steam generators and their accessories, Performance of Boilers and combustion of fuel, high pressure boilers, flow through steam and gas nozzles, different type of steam turbines for power generation and condensers. The gas turbine cycle, working of gas turbines, centrifugal compressors, axial compressors and combustion chamber of gas turbines.",NILL
446,noc24-me20,Mechanical Engineering,Surface Engineering Of Nanomaterials,Prof. Kaushik Pal,IITR,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc24_me20/preview,"Surface engineering (SE) is a sub-discipline of Materials Science and Materials Engineering which deals with the surface of a solid and its modifications. The primary goal of SE of nanomaterials is to modify the properties of surface to improve its electrical and thermal properties, and to improve the compatibility of nanomaterials with some matrix when they are used as reinforcing fillers in composites for high performance applications.",NILL
447,noc24-me21,Mechanical Engineering,Two Phase Flow And Heat Transfer,Prof. Arup Kumar Das,IITR,4 Weeks,"Jan 22, 2024","Feb 16, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc23_me24/preview,"Two phase flow with or without phase change is commonly encountered in a variety of engineering processes. The power generation, nuclear reactor technology, food production, chemical process, aerospace and automotive industries are all driving forces in this complex field. Due to its universality in applications, a thorough understanding of two phase flow is of utmost important. Present course is driven by this requirement and distributed broadly into two sub parts. The experimental part will provide knowledge on the selection, installation and use of modern gas-liquid measurement techniques and instruments, such as wire-mesh sensors, needle probes and process microscopy along with the application of data analysis tools. The numerical part will focus on finite-volume methods for Euler-Euler and Euler-Lagrange multiphase flow predictions, and on the associated mathematical models.",: Fluid Mechanics and Heat Transfer
448,noc24-me22,Mechanical Engineering,Introduction to Soft Matter,Prof. Aloke Kumar,IISc,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc24_me22/preview,"Introductory course on soft matter/complex fluids. A review of preliminaries of continuum mechanics, which are required for dealing with soft matter. General concepts of viscous and elastic deformations and relevant models. Experimental approaches to soft materials such as creep response and stress relaxation.",
449,noc24-me23,Mechanical Engineering,Robotics: Basics and Selected Advanced Concepts,Prof. Ashitava Ghosal,IISc,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024",https://onlinecourses.nptel.ac.in/noc24_me23/preview," This course starts with an introduction to robotics, the key elements and constituents of a robot and science and technology in robots. It provides a unified treatment for the modelling and analysis of serial, parallel, and hybrid manipulators using the key concept of Denavit-Hartenberg parameters, solution of the direct and inverse kinematics of serial and parallel robots and the associated concepts of workspace and mobility are presented. The concept of velocity of the links of the robots and the Jacobian matrix is developed and the associated concepts of singularities in robots are discussed in depth. The equations of motion are derived using the Lagrangian formulation and their solutions using numerical methods are presented. To fully understand control of robots, basic concepts in linear control is introduced using the example of control of a single link of a robot and then the more advanced concept of model-based control is discussed. The course also introduces advanced topics in robotics such as modelling and analysis of wheeled mobile robots, deployable structures and cable driven and pneumatically actuated small/micro robots.", UG level mathematics and programming knowledge
450,noc24-me24,Mechanical Engineering,Advanced Robotics,Prof. Ashish Dutta,IITK,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024",https://onlinecourses.nptel.ac.in/noc24_me24/preview,": The course is intended as a second level course for students, teachers and industry personal interested in learning the advanced concepts in robotics, as required in the design and control of robotic systems. This course is not intended as a basic course for learning robotics. The course starts with an introduction to robotics, linkages and workspaces, transformations, kinematics, trajectory planning and dynamics. Next, singular value decomposition is introduced to explain the concept of manipulation ability that is followed by the basics of linear control methods. The course also introduces advanced topics like modeling and analysis of multi-finger grasping, legged robots, their design and optimization with real world applications. INTENDED AUDIENCE: Students (UG 3rd/4th year in Mechanical/Electrical/Computer Science), Teachers of engineering colleges, Industry professorial"," Basic Mathematics : matrices, differential equations"
451,noc24-me25,Mechanical Engineering,Basics of Finite Element Analysis - II,Prof. Nachiketa Tiwari,IITK,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc24_me25/preview," This course is intended for all those who want to learn FEA from an application standpoint. Currently, many users of FEA have limited understanding of theoretical foundation of this powerful method. The consequence is that quite often they use commercial codes inaccurately, and do not realize that their results may be flawed. The course is intended to address this limitation by making the student aware of the underlying mathematics in easy to understand format.The course is open to all engineering students who have at the minimum successfully completed two years of their B. Tech (or equivalent) degrees. The course is also open to all professionals in industry who wish to learn fundamentals of FEA in a semi-formal but structured setting, and plan to use this knowledge in their workplace.",Must be enrolled into a B. Tech. program or equivalent and should have completed second year of his 4-year program
452,noc24-me26,Mechanical Engineering,Computational Fluid Dynamics For Incompressible Flows,Prof. Amaresh Dalal,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc24_me26/preview,"This is introductory course on computational fluid dynamics (CFD). This course will primarily cover the basics of computational fluid dynamics starting from classification of partial differential equations, linear solvers, finite difference method and finite volume method for discretizing Laplace equation, convective-diffusive equation & Navier-Stokes equations. The course will help faculty members, students and researchers in the field to get an overview of the concepts in CFD.",No specific pre-requisite. Fundamental knowledge of Mathematics and Fluid Mechanics should be sufficient.
453,noc24-me27,Mechanical Engineering,Computer Integrated Manufacturing,Prof. J. Ramkumar Prof. Amandeep Singh,IITK,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc24_me27/preview,"Use of computers in manufacturing in order to design and develop the products has found unprecedented applications. Computer integrated way of manufacturing providesa myriad of benefits such as speed, flexibility, and better control. In this course, Computer Integrated Manufacturing (CIM) approaches are discussed. CAD/CAM tools and their within and between the production systems are presented along with appropriate case studies. Data storage and handling is also the need of contemporary manufacturing systems. This is also catered using software tools. The course is reinforced with the laboratory demonstrations to add a practitioners’ touch. Students would develop a prowess to largely plan, design and develop a product and a production system after completing this cour",The student should have completed two semesters of UG Engineering or Science program.
454,noc24-me28,Mechanical Engineering,Design Practice,Prof. Shantanu Bhattacharya,IITK,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc24_me28/preview,The course is intended for beginners in post graduate studies in Design. It can also serve well for aspiring professionals in industry who will be willing to undertake careers in the field of design.,NILL
455,noc24-me29,Mechanical Engineering,Dynamics and Control of Mechanical Systems,Prof. Ashitava Ghosal,IISc,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024",https://onlinecourses.nptel.ac.in/noc24_me29/preview,"This course deals with dynamics and control of mechanical systems. The main contents of the dynamics portion of the course are modeling and representation of rigid bodies in 3D space using position and orientation (rotation matrices, Euler angles, quaternions), system of rigid bodies with constraints, linear and angular velocities and accelerations of connected rigid bodies, inertia and external forces and moments acting on a rigid body, derivation and numerical solution of equations of motion obtained using Newton-Euler and Lagrangian approach, and small or ``linearized’’ motion. The control part of the course starts with modeling and analysis of single-input-single-output (SISO) systems using state-space methods following naturally from the linearized equations of motion of the mechanical systems. The course also deals with design of controllers using state-space methods and the key concepts of stability, controllability and observability in linear systems. The control part also shows the connection to the traditional root locus and Bode plots used in analysis and design of single-input-single-output linear systems. This course involves use of Matlab for numerical simulations and introduces multi-body modeling and simulation tools such as Simscape.",Basic UG level mathematics and engineering mechanics and basic programming knowledge.
456,noc24-me30,Mechanical Engineering,Evolutionary Computation For Single And Multi-Objective Optimization,Prof. Deepak Sharma,IITG,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc24_me30/preview,"ABOUT THE COURSE : Evolutionary computation (EC) is a sub-field of computational intelligence that use ideas and get inspiration from natural evolution. It is based on Darwin’s principle of evolution where the population of individuals iteratively performs search and optimization. EC techniques can be applied to optimization, learning, design and many more. This course will concentrate on the concepts, algorithms, hand-calculations, graphical examples, and applications of EC techniques. Topics will be covered include binary and real-coded genetic algorithms, differential evolution, particle swarm optimization, multi-objective optimization and evolutionary algorithms, and statistical assessment. Students will be taught how these approaches identify and exploit biological processes in nature, allowing a wide range of applications to be solved in industry and business. Students will have the opportunity to build and experiment with several different types of EC techniques through-out the course.",NILL
457,noc24-me31,Mechanical Engineering,Explosions and Safety,Prof. K. Ramamurthi Prof. Prasad Patnaik BSV,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024",https://onlinecourses.nptel.ac.in/noc22_me37/preview,"The physical principles governing the various kinds of explosions are dealt with. Starting with simple modeling of blast waves derived from energy release in explosions, predictions for the damage caused by explosions and methods of ensuring safety are considered. The mechanisms of energy release in gaseous, liquid, dust and solid explosives are examined. Physical explosions and explosions of pressure vessels are also considered. The interaction of blast waves from explosions with objects is dealt with and the damages that occur are quantified.",": Basic Mechanics and Thermodynamics INDUSTRIES  SUPPORT     : Industries handling Chemicals and Explosives, Army, Navy, Air Force, DRDO, ISRO, HAL, Space and Defense and Process-related Industries,"
458,noc24-me32,Mechanical Engineering,Finite Element Modeling Of Welding Processes,Prof. Swarup Bag,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc24_me32/preview,"ABOUT THE COURSE : The welding process involves complex interaction of several mechanisms. The fundamental understanding relied on basic mechanisms such as heat transfer and/or fluid flow, and associated distortion and residual stress generation including the effect of metallurgical transformation for a welding process is the focus of this course. It helps to develop the numerical model, and makes the foundation for analysis and experimentation for the process. The development of computational models for welding process relies on mathematical expression of the governing mechanism. It helps to design relevant experiments and drives to find the data to be obtained. Mutual understanding between numerical and experimental results leads to better insight of the welding processes that impact on the improvement of existing process and directs to the development of new process. This course emphasized on the development of finite element based numerical model of both fusion and solid state welding processes. The development of FE-based model is presented in a simplified way to understand the subject at elementary level. The broad impact is that the students will be able to develop FE-based heat transfer, fluid flow and stress analysis model of welding process using standard commercial package. However, this course does not intend to cover the learning of the commercial software.",NILL
459,noc24-me33,Mechanical Engineering,Fundamental Of Welding Science And Technology,Prof. Pankaj Biswas,IITG,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc24_me33/preview,"Prof. Pankaj Biswas going to offer a course on Fundamental of Welding Science and Technology under the MOOCS program of the MHRD. As the name implies in this course he will try to cover the fundamental overview of the traditional/ industrial welding technology espeacially those welding processes which are widely used in manufacturing industries. This will help the participants to understand and apply this knowledge of welding in practice for various industrial applications. It will also encourage academic participants to increase the research interest in the field of welding. Welding is a joining process which is an unavoidable technology in most of the manufacturing sector. It is such a topic in which you will get the taste of most of the science and engineering subjects. Knowledge of almost all science subjects like physics, chemistry, mathematics and engineering subjects like solid mechanics, thermal science, fluid mechanics etc. are highly essential to understand the area welding technology.It is observed that in manufacturing industry over 30 % expenditure is spent on welding. Welding has significant application in various manufacturing sectors like aerospace, automobile, ship building, railway etc. It plays very important and crucial role in service life of the structure. That’s why basic fundamental knowledge of welding is highly essential. The brief overview of the course content can be stated like; this course will cover the classification of welding process, classification of welding joints, industrial relevance of welding, welding symbols, characteristics of traditional welding power sources. It will give the fundamental knowledge of principle and physics involve in various welding processes. It will also cover the importance and applications of different traditional welding techniques. This course will highlight safety precautions to be followed in welding. This course will also cover welding defects & inspection and with their remedies to improve the weld quality.",NILL
460,noc24-me34,Mechanical Engineering,Fundamentals of Combustion,Prof. V. Raghavan,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc24_me34/preview,"ABOUT THE COURSE : To enable students to apply the knowledge of thermodynamics to combustion. To emphasize the basics of fuels, stoichiometry, chemical kinetics and equilibrium, mass transfer, and different types of combustion process. To explain the mathematics involved in transport processes of a reactive flow, simplifications involved and the parameters affecting different types of combustion processes.",NILL
461,noc24-me35,Mechanical Engineering,Fundamentals of combustion for propulsion,Prof. S.Varunkumar Prof. H.S.Mukunda,IITM IISc Bangalore,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc24_me35/preview,"The gulf between science of combustion and its practice is strikingly visible during interactions between academics and practitioners. In spite of this, significant progress has happened over the last few decades in development of propulsion systems for space and defense applications in India. But in dealing with ‘combustion instability’, practitioners find the existing methods of practice and more importantly the way of thinking highly inadequate. This course, in an interactive way, will attempt to bridge this gap by introducing practitioners and research scholars in the field of combustion and propulsion to essential existing ideas and a few new ones. It is hoped that this will enable the participants to think of novel strategies to deal with development of propulsion systems prone to ‘instability’. The instructors also hope to learn of issues of fundamental nature that are required to address developments in practice.",UG/PG degree in mechanical/aerospace engineering
462,noc24-me36,Mechanical Engineering,Fundamentals Of Compressible Flow,Prof. Niranjan Sahoo,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024",https://onlinecourses.nptel.ac.in/noc24_me36/preview,": “Gas Dynamics” is a topic of fundamental interest to Mechanical and Aerospace engineers that provides a link between core subjects i.e. “Fluid Mechanics and Thermodynamics”. It pertains the basic theory of compressible flow, formation of shock waves and expansion waves, nozzle flows. The treatment of the syllabus becomes the backbone of aerodynamic engineers towards research in the design of high-speed vehicles. The contents of the course starts with fluid and thermodynamic fundamentals followed by governing theories of compressible flow phenomena. Many aerodynamic high-speed facilities and their measurement diagnostics governed by these theories, are also covered in this course.",NILL
463,noc24-me37,Mechanical Engineering,Heat Transfer and Combustion in Multiphase Systems,Prof. Saptarshi Basu,IISc,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc22_me42/preview,"Multiphase systems are ubiquitous to many domains ranging from large scale power generation to microscale surface patterning. The course as outlined aims to offer insights and fundamentals into such multiphase systems. The course will first cover the basics of thermodynamics and transport processes in generalized multiphase systems along with analyses of interfacial transport mechanisms. Subsequently in the later modules, it will offer in depth analyses of transport processes and combustion in specific areas like a.) droplet combustion, b.) droplet evaporation, c.) transport processes in sessile droplets, d.) boiling and e.) sprays. The coverage will benefit people from many industries like gas turbines, solar thermal, micro-nano scale engineering, materials processing to name a few.","Combustion, Heat Transfer and Fluid Mechanics"
464,noc24-me38,Mechanical Engineering,IC Engines And Gas Turbines,"Prof. Pranab K. Mondal, Prof. Vinayak N. Kulkarni",IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024",https://onlinecourses.nptel.ac.in/noc24_me38/preview,This course deals with the gas power cycles. One part of the course is on IC engines and it focuses on the thermodynamic cycles for different fuels suitable for automobiles. Other part of the course has emphasis on thermodynamic cycle of aircraft engines and the components of the aircraft engine. Thus this course would provide an understanding on electricity generation or transportation application using gas as working medium.,Basic UG-level Fluid Mechanics and Thermodynamics
465,noc24-me39,Mechanical Engineering,Introduction to Abrasive Machining and Finishing Processes,Prof. Mamilla Ravi Sankar,IIT Tirupati,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc24_me39/preview,"This course will define the areas of application of traditional as well as non-traditional abrasive finishing processes in the manufacturing industry. The lectures will introduce the basic principles of material removal by use of abrasives particles and material removal mechanism of different abrasive process. The effects of various input parameters on the outputs as well as the use of cutting fluids in various finishing process will be discuss. A variety of numerical problems and MCQs, discussions will also be included.",NILL
466,noc24-me41,Mechanical Engineering,Introduction to Machining and Machining Fluids,Prof. Mamilla Ravi Sankar,IIT Tirupati,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc24_me41/preview,"Machining is one of the basic and very important courses for the mechanical undergraduate students. This process comes under the subtractive manufacturing processes where in material is removed. This course gives the basic understanding of the various machining processes and its physics. The mentioned syllabus is systematic order to understand gradually, importance of machining, machining region mechanism, tool signatures, tool life, multipoint machining processes, cutting fluid, cutting fluid emissions and its effect on human kind. This course also gives emphasis on cutting fluid emissions and its effect on operators, environment and water pollution. How to develop the eco-friendly cutting fluids as an alternative to commercial miner oils. Development of sustainable cutting fluids application techniques to improve the machining performance. This course is systemically arranged and taught in smooth as well as clear way so that students understand easily.",NILL
467,noc24-me42,Mechanical Engineering,Introduction To Mechanical Micro Machining,Prof. Ajay M Sidpara,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024",https://onlinecourses.nptel.ac.in/noc24_me42/preview,"Multiphase systems are ubiquitous to many domains ranging from large scale power generation to microscale surface patterning. The course as outlined aims to offer insights and fundamentals into such multiphase systems. The course will first cover the basics of thermodynamics and transport processes in generalized multiphase systems along with analyses of interfacial transport mechanisms. Subsequently in the later modules, it will offer in depth analyses of transport processes and combustion in specific areas like a.) droplet combustion, b.) droplet evaporation, c.) transport processes in sessile droplets, d.) boiling and e.) sprays. The coverage will benefit people from many industries like gas turbines, solar thermal, micro-nano scale engineering, materials processing to name a few.","Multiphase systems are ubiquitous to many domains ranging from large scale power generation to microscale surface patterning. The course as outlined aims to offer insights and fundamentals into such multiphase systems. The course will first cover the basics of thermodynamics and transport processes in generalized multiphase systems along with analyses of interfacial transport mechanisms. Subsequently in the later modules, it will offer in depth analyses of transport processes and combustion in specific areas like a.) droplet combustion, b.) droplet evaporation, c.) transport processes in sessile droplets, d.) boiling and e.) sprays. The coverage will benefit people from many industries like gas turbines, solar thermal, micro-nano scale engineering, materials processing to name a few."
468,noc24-me43,Mechanical Engineering,Introduction To Uncertainty Analysis And Experimentation,Prof. S.R. Kale,IITD,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc24_me43/preview,"ABOUT THE COURSE : I will address fundamental topics on uncertainty analysis and their applications and give an overview of experimentation. Practicing engineers, researchers, and engineering students at UG, PG and PhD, from many disciplines will benefit from this course. The topics include experimentation process, errors in measurement, uncertainty in a measurement and in the result, uncertainty propagations, pre- and post- test uncertainty analysis, uncertainty analysis for design of set-up, and regression and correlation. The methodology will follow ASME “Performance Test Code”, and ISO “Guide to the expression of Uncertainty in Measurement”. I will discuss a variety of practical applications and use of national and international standards related to engineering and research and their relevance in education.",": This course is aimed at 3 rd /4 th year undergraduates, masters, and PhD students, and at professionals with at least a bachelor’s degree in engineering or science. INDUSTRIES  SUPPORT  : Topics in this course are relevant to many industries, especially MSMEs as it will enhance quality and adherence to standards."
469,noc24-me44,Mechanical Engineering,Kinematics Of Mechanisms And Machines,Prof. Anirvan Dasgupta,IITKGP,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc24_me44/preview,"This course will deal with kinematic analysis of mechanisms and machines. It will include motion and force transmission analysis of linkage mechanisms, open and closed-chain planar robots, and geared transmission. The discussion will start with an introduction to the subject matter and nomenclature, and will cover direct and inverse kinematics, velocity and acceleration analysis, kinematic path generation for robots, singularities in kinematic chains, principle of virtual work and force analysis, and kinematic analysis of gear transmission.The course will demonstrate various concepts by working out problems relevant to real life applications of mechanisms. The course is expected to help students in their basic understanding and use of kinematic analysis.","Engineering Mechanics, Undergraduate Mathematics"
470,noc24-me45,Mechanical Engineering,Machinery Fault Diagnosis And Signal Processing,Prof. Amiya Ranjan Mohanty,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc24_me45/preview,"The subject of machinery condition monitoring has been recently receiving considerable attention in India owing to concerns related to equipment reliability and safety. This increasing interest is primarily due to the significant impact of economic changes and strong competition in the global market. This course will provide students/engineers/managers with the state of the art techniques in machinery condition monitoring along with the recent developments in the field of signal processing, thermography, ultra sonics apart from the traditional noise and vibration monitoring. There will be demonstration of real time machinery health monitoring by various condition monitoring aspects.",BE/B. Tech in Mechanical Engineering
